Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1969,Master,Married,43142.0,1,1,5,7,2,1,4,1,1,0,2,7,0,0,57,19,3,2
1944,Graduation,Married,80589.0,0,0,507,520,242,40,26,1,5,10,5,1,0,1,82,1335,20,0
1990,Graduation,Single,34412.0,1,0,52,50,4,36,55,3,5,0,3,9,0,0,36,197,8,1
1979,Graduation,Single,57537.0,1,0,191,139,51,8,100,4,4,3,8,4,0,0,47,489,15,1
1948,Graduation,Together,51315.0,0,0,68,39,16,30,41,1,2,2,5,2,0,0,78,194,9,0
1972,Graduation,Married,36026.0,2,1,20,10,6,4,17,2,2,0,3,6,0,0,54,57,5,3
1973,Graduation,Married,24639.0,1,1,20,16,0,4,1,3,2,0,4,6,0,0,53,41,6,2
1972,PhD,Together,34578.0,2,1,7,1,0,0,0,1,1,0,2,6,0,0,54,8,3,3
1972,2n Cycle,Single,65704.0,0,0,279,74,38,8,246,1,2,10,10,1,0,0,54,645,22,0
1969,PhD,Together,54132.0,0,1,30,8,0,0,3,1,1,0,3,7,0,0,57,41,4,1
1970,Graduation,Married,28164.0,1,0,3,26,11,8,12,3,2,0,4,7,0,0,56,60,6,1
1974,PhD,Married,34596.0,1,0,14,2,0,0,7,1,1,0,2,8,0,0,52,23,3,1
1972,PhD,Married,43269.0,1,0,10,7,0,0,1,1,1,0,2,8,0,0,54,18,3,1
1958,2n Cycle,Single,38741.0,1,1,7,17,8,6,13,2,2,0,3,7,0,0,68,51,5,2
1972,Graduation,Single,31907.0,0,0,33,64,175,16,74,1,6,1,6,7,0,0,54,362,13,0
1973,2n Cycle,Divorced,31163.0,1,0,2,10,11,2,10,1,1,0,3,6,0,0,53,35,4,1
1985,Graduation,Married,92533.0,0,0,693,118,110,147,42,1,6,5,11,2,0,0,41,1110,22,0
1973,Graduation,Single,34853.0,1,1,9,15,2,3,2,2,2,0,3,6,0,0,53,31,5,2
1967,Graduation,Divorced,70844.0,1,1,129,67,3,67,2,5,6,1,5,7,0,0,59,268,12,2
1979,2n Cycle,Married,31086.0,1,1,16,11,3,0,16,2,1,1,2,8,0,0,47,46,4,2
1986,2n Cycle,Together,20491.0,0,0,5,5,4,2,10,1,0,1,2,7,0,0,40,26,3,0
1964,Graduation,Married,42523.0,0,0,14,11,3,26,35,1,1,1,4,2,0,0,62,89,6,0
1952,Graduation,Together,33402.0,1,1,26,19,10,5,8,3,2,1,3,8,0,0,74,68,6,2
1949,Master,Married,36408.0,1,1,9,4,3,2,3,1,1,0,2,6,0,0,77,21,3,2
1979,Graduation,Together,21645.0,1,0,14,23,4,5,19,3,3,0,3,9,0,1,47,65,6,1
1948,Master,Widow,78427.0,0,0,972,595,180,26,138,3,3,7,10,3,0,1,78,1911,20,0
1946,Graduation,Together,82657.0,0,0,966,672,246,105,126,1,7,5,10,4,0,0,80,2115,22,0
1958,Graduation,Married,51876.0,0,0,99,102,28,48,6,1,2,2,8,1,0,0,68,283,12,0
1971,2n Cycle,Married,78041.0,0,0,482,553,72,160,17,1,4,4,9,2,0,0,55,1284,17,0
1957,Graduation,Married,52852.0,0,1,714,99,11,0,47,4,10,7,5,8,0,0,69,871,22,1
1982,PhD,Together,70038.0,0,0,587,348,71,54,130,1,4,4,8,2,0,0,44,1190,16,0
1973,2n Cycle,Together,69401.0,0,1,399,159,58,8,39,4,4,4,5,2,0,0,53,663,13,1
1972,Graduation,Together,46053.0,1,0,56,92,19,7,25,3,3,2,4,5,0,0,54,199,9,1
1965,Graduation,Married,77343.0,0,0,227,573,98,54,31,1,3,4,9,1,0,0,61,983,16,0
1953,Graduation,Single,73892.0,0,0,703,601,0,58,43,1,3,11,8,1,0,1,73,1405,22,0
1967,PhD,Single,40304.0,1,0,37,17,0,0,3,1,2,0,3,7,0,0,59,57,5,1
1965,PhD,Together,32727.0,0,0,167,180,86,13,70,2,7,3,5,8,0,0,61,516,15,0
1971,Graduation,Divorced,43300.0,0,1,91,52,2,1,31,3,4,0,4,8,0,1,55,177,8,1
1972,Graduation,Together,26290.0,1,1,15,16,11,5,22,4,2,0,4,6,0,0,54,69,6,2
1970,Graduation,Single,93790.0,0,0,1302,731,89,114,45,0,6,7,12,2,0,1,56,2281,25,0
1974,PhD,Married,38410.0,0,0,153,123,116,64,14,2,5,2,9,6,0,1,52,470,16,0
1950,Master,Widow,64866.0,0,1,508,21,7,5,10,4,7,3,7,5,0,0,76,551,17,1
1959,Graduation,Together,57957.0,0,1,290,177,77,5,29,7,4,6,8,3,1,0,67,578,18,1
1978,Graduation,Together,16531.0,1,0,2,6,7,5,11,3,3,0,3,7,0,0,48,31,6,1
1986,Master,Married,28072.0,1,0,30,10,2,0,5,1,1,0,3,7,0,0,40,47,4,1
1963,Master,Divorced,49476.0,0,1,386,95,54,41,196,4,2,11,5,2,0,0,63,772,18,1
1953,Graduation,Married,50725.0,0,1,443,75,0,10,48,4,8,1,8,8,0,0,73,576,17,1
1950,PhD,Married,41145.0,1,1,9,3,0,0,1,1,0,0,3,3,0,0,76,13,3,2
1970,Graduation,Together,67419.0,0,1,846,352,91,56,42,4,9,4,8,5,0,0,56,1387,21,1
1970,2n Cycle,Married,23162.0,1,1,8,9,19,4,22,3,1,1,3,6,0,0,56,62,5,2
1977,Graduation,Married,34380.0,1,0,72,58,13,1,24,4,4,1,3,8,0,0,49,168,8,1
1966,Graduation,Single,34704.0,0,1,29,5,0,1,5,1,1,0,3,5,0,0,60,40,4,1
1969,PhD,Married,94871.0,0,2,169,553,188,0,144,1,8,5,4,7,0,1,57,1054,17,2
1958,Graduation,Married,65148.0,0,1,460,422,33,12,153,2,6,6,7,4,0,0,68,1080,19,1
1954,Graduation,Together,39898.0,0,1,69,26,12,7,12,2,3,0,4,7,0,0,72,126,7,1
1970,PhD,Married,59892.0,0,1,73,13,0,1,0,1,2,1,3,3,0,0,56,87,6,1
1987,Master,Single,41020.0,0,0,112,54,7,7,36,1,3,2,4,3,0,0,39,216,9,0
1961,PhD,Married,57072.0,0,1,944,60,0,0,30,2,7,5,13,5,0,0,65,1034,25,1
1981,2n Cycle,Together,19414.0,1,0,2,12,3,5,7,1,1,0,3,8,0,0,45,29,4,1
1980,Graduation,Married,19107.0,1,0,2,9,10,5,16,2,1,0,3,7,0,0,46,42,4,1
1976,2n Cycle,Together,75484.0,0,1,378,259,197,194,34,2,7,3,6,4,0,0,50,1062,16,1
1976,Master,Single,70379.0,0,1,553,142,65,67,8,3,6,3,13,4,0,0,50,835,22,1
1970,Master,Together,79419.0,0,0,751,687,20,15,31,1,4,6,4,2,0,0,56,1504,14,0
1946,PhD,Together,64014.0,2,1,406,30,0,0,8,7,8,2,5,7,0,0,80,444,15,3
1955,Graduation,Married,76998.0,0,1,1449,161,69,35,107,2,11,8,8,6,0,0,71,1821,27,1
1972,Master,Together,49854.0,1,0,123,171,39,0,30,5,6,2,5,6,0,0,54,363,13,1
1971,PhD,Married,60585.0,1,1,267,309,55,42,21,10,7,4,9,5,0,1,55,694,20,2
1950,PhD,Divorced,42873.0,1,1,209,40,3,2,15,4,6,1,4,8,0,0,76,269,11,2
1988,Graduation,Together,87679.0,0,0,1259,815,97,148,33,1,7,11,10,4,0,1,38,2352,28,0
1978,Graduation,Together,57867.0,1,0,344,178,15,23,17,7,7,2,9,6,0,0,48,577,18,1
1990,Graduation,Married,35765.0,1,0,22,30,0,5,15,2,2,0,4,6,0,0,36,72,6,1
1959,Graduation,Married,65492.0,0,0,247,295,210,85,47,2,4,7,13,2,0,0,67,884,24,0
1977,Graduation,Divorced,32952.0,1,0,38,12,3,1,1,1,2,0,3,7,0,0,49,55,5,1
1969,PhD,Together,53374.0,0,1,896,101,13,10,34,6,4,2,9,9,0,1,57,1054,15,1
1959,Graduation,Together,71706.0,0,1,931,253,91,98,14,4,9,5,7,5,0,0,67,1387,21,1
1988,Graduation,Married,68487.0,0,0,758,385,33,89,89,1,9,7,13,4,0,0,38,1354,29,0
1975,Master,Together,53253.0,1,1,216,57,20,9,125,7,4,3,5,5,0,0,51,427,12,2
1977,Graduation,Married,42014.0,1,0,244,108,4,15,50,6,7,1,6,8,0,1,49,421,14,1
1973,Master,Married,54108.0,1,1,539,91,8,6,97,13,8,2,9,8,0,0,53,741,19,2
1955,PhD,Single,49667.0,0,0,1181,120,17,13,39,2,5,10,5,8,0,1,71,1370,20,0
1974,Master,Married,63206.0,0,0,750,125,11,8,26,1,4,3,6,2,0,0,52,920,13,0
1972,Master,Married,57136.0,1,1,306,109,21,109,92,9,5,2,10,6,0,0,54,637,17,2
1975,2n Cycle,Together,46772.0,0,1,350,189,197,151,57,6,11,8,5,8,0,0,51,944,24,1
1971,PhD,Married,78931.0,0,0,331,170,58,152,35,1,2,8,13,1,0,0,55,746,23,0
1958,Graduation,Together,53977.0,0,1,620,165,0,24,82,5,5,5,12,5,0,0,68,891,22,1
1965,Graduation,Married,73538.0,0,1,811,428,99,137,107,3,10,4,9,7,0,0,61,1582,23,1
1986,Graduation,Married,79529.0,0,0,423,706,73,197,197,1,4,8,9,2,0,0,40,1596,21,0
1977,2n Cycle,Together,20981.0,0,0,2,10,6,13,30,1,3,1,2,8,0,1,49,61,6,0
1980,Graduation,Single,51766.0,1,0,60,87,6,20,51,2,4,2,4,5,0,0,46,224,10,1
1962,Graduation,Married,55759.0,0,1,675,85,10,7,77,5,10,3,8,8,0,0,64,854,21,1
1972,Master,Married,37787.0,1,0,40,40,4,3,18,1,3,0,3,8,0,0,54,105,6,1
1970,Graduation,Single,27242.0,1,0,3,26,20,1,39,2,2,0,3,9,0,1,56,89,5,1
1983,PhD,Single,87188.0,0,0,910,724,49,74,55,1,10,2,6,3,0,1,43,1812,18,0
1971,Graduation,Together,69930.0,0,0,252,827,219,70,196,1,4,5,12,3,0,0,55,1564,21,0
1976,Graduation,Single,37697.0,1,0,34,21,11,4,8,1,2,1,3,6,0,0,50,78,6,1
1973,Graduation,Single,3502.0,1,0,2,1,0,0,1,0,0,0,0,14,0,0,53,4,0,1
1976,Graduation,Married,58597.0,1,1,490,184,10,28,21,12,7,4,9,7,0,0,50,733,20,2
1948,PhD,Widow,82032.0,0,0,332,377,149,125,57,0,4,6,7,1,0,0,78,1040,17,0
1958,Graduation,Together,28087.0,1,1,53,17,13,0,21,3,2,2,2,7,0,0,68,104,6,2
1987,PhD,Single,74004.0,0,0,784,560,42,176,48,1,4,6,4,3,0,1,39,1610,14,0
1960,Graduation,Together,19740.0,0,1,7,3,10,4,20,2,1,1,3,5,0,0,66,44,5,1
1975,2n Cycle,Married,57036.0,0,1,1171,219,19,14,47,4,6,3,13,9,0,0,51,1470,22,1
1958,2n Cycle,Together,53083.0,1,1,215,33,3,0,13,6,5,1,5,7,0,0,68,264,11,2
1975,PhD,Married,69283.0,0,1,674,134,0,26,8,4,7,3,13,5,0,0,51,842,23,1
1975,Master,Single,46098.0,1,1,57,27,0,0,36,4,3,2,2,8,0,1,51,120,7,2
1988,2n Cycle,Married,23331.0,1,0,5,7,0,10,45,2,3,0,3,8,0,0,38,67,6,1
1988,2n Cycle,Single,23331.0,1,0,104,101,24,15,5,6,5,1,5,9,0,0,38,249,11,1
1989,Graduation,Single,9255.0,1,0,9,7,2,0,4,1,1,1,2,8,0,0,37,22,4,1
1959,PhD,Widow,67786.0,0,0,431,441,80,20,102,1,3,6,6,1,0,1,67,1074,15,0
1971,PhD,Married,71969.0,0,1,1000,76,0,0,10,3,3,4,9,8,0,0,55,1086,16,1
1967,Master,Single,59235.0,1,0,448,469,80,0,91,3,11,2,12,7,0,0,59,1088,25,1
1989,Graduation,Together,31928.0,1,0,33,24,4,2,5,2,3,0,4,7,0,0,37,68,7,1
1961,Master,Together,74881.0,1,1,505,270,36,27,54,4,9,2,12,5,0,0,65,892,23,2
1978,Graduation,Married,65819.0,0,0,267,701,149,165,63,1,5,4,10,3,0,0,48,1345,19,0
1953,PhD,Single,51411.0,1,2,14,3,0,0,1,1,0,0,3,5,0,0,73,18,3,3
1964,Graduation,Divorced,51983.0,0,1,631,115,10,7,30,3,9,2,10,7,0,0,62,793,21,1
1987,2n Cycle,Married,30390.0,0,0,10,12,25,1,20,1,2,0,3,6,0,0,39,68,5,0
1963,Graduation,Single,30983.0,0,0,51,50,12,1,49,1,4,0,3,8,0,1,63,163,7,0
1957,Graduation,Widow,66033.0,0,1,293,179,46,59,65,2,8,3,7,7,0,0,69,642,18,1
1975,2n Cycle,Married,37284.0,1,1,11,2,2,1,6,1,0,0,3,6,0,0,51,22,3,2
1951,Master,Divorced,57530.0,0,1,50,27,6,7,1,1,1,1,4,1,0,0,75,91,6,1
1965,2n Cycle,Married,76800.0,0,0,173,255,35,71,81,1,4,4,7,1,0,0,61,615,15,0
1956,Graduation,Married,63943.0,0,1,423,368,13,97,21,1,6,4,6,5,0,0,70,922,16,1
1967,Master,Married,37054.0,1,1,12,6,0,1,5,2,1,0,3,7,0,0,59,24,4,2
1962,Master,Together,47175.0,1,1,167,44,6,2,19,7,4,2,4,8,0,1,64,238,10,2
1976,Graduation,Divorced,31859.0,1,0,3,3,8,0,5,1,1,0,2,7,0,0,50,19,3,1
1961,Graduation,Divorced,27215.0,2,1,30,22,8,9,28,4,2,1,4,6,0,0,65,97,7,3
1976,PhD,Divorced,70179.0,0,1,532,168,69,44,133,3,7,3,13,5,0,0,50,946,23,1
1988,Graduation,Married,24645.0,1,0,5,4,4,1,0,1,1,0,2,8,0,0,38,14,3,1
1954,Graduation,Divorced,79865.0,0,1,71,278,185,121,38,1,5,10,5,1,0,0,72,693,20,1
1985,Graduation,Married,44322.0,1,0,46,40,3,0,3,2,3,0,3,8,0,0,41,92,6,1
1952,Graduation,Single,47958.0,0,1,268,88,15,3,22,2,6,3,5,5,0,0,74,396,14,1
1964,Master,Single,63972.0,0,1,928,254,0,12,12,4,5,4,10,4,0,0,62,1206,19,1
1954,Graduation,Together,75315.0,0,1,459,171,142,23,31,2,5,4,12,2,0,0,72,826,21,1
1950,PhD,Married,55517.0,1,1,483,108,0,6,36,5,11,1,6,9,0,1,76,633,18,2
1957,PhD,Married,75283.0,1,2,733,180,12,19,66,11,6,3,5,4,0,0,69,1010,14,3
1991,Master,Single,90638.0,0,0,1156,915,94,144,96,1,3,4,10,1,0,1,35,2405,17,0
1986,Master,Married,27161.0,1,0,7,23,7,0,11,1,1,0,3,7,0,0,40,48,4,1
1960,PhD,Together,38201.0,0,1,233,23,0,0,12,4,5,1,5,8,0,0,66,268,11,1
1982,Graduation,Together,45203.0,2,0,35,67,10,8,24,1,3,1,3,6,0,1,44,144,7,2
1947,PhD,Together,81574.0,0,0,1252,465,46,35,0,1,4,5,8,1,0,0,79,1798,17,0
1976,Master,Single,60482.0,0,1,255,134,37,14,24,1,7,2,7,7,0,0,50,464,16,1
1956,Graduation,Together,34633.0,2,1,8,5,0,0,1,1,1,0,2,6,0,0,70,14,3,3
1947,Master,Together,78093.0,0,0,368,639,13,43,10,1,4,7,5,1,0,0,79,1073,16,0
1950,Graduation,Divorced,82460.0,0,0,255,573,52,32,15,1,5,3,6,1,0,0,76,927,14,0
1966,Master,Together,45903.0,0,1,33,10,2,10,3,2,2,1,3,4,0,0,60,58,6,1
1987,Graduation,Divorced,81361.0,0,0,163,424,27,65,76,1,3,10,13,1,0,1,39,755,26,0
1973,PhD,Divorced,35860.0,1,1,15,8,4,2,20,2,1,1,2,5,0,1,53,49,4,2
1952,Master,Together,40442.0,1,1,45,52,25,22,13,4,3,1,4,7,0,1,74,157,8,2
1965,Graduation,Married,61482.0,0,0,48,68,16,66,43,1,3,2,6,2,0,0,61,241,11,0
1980,Graduation,Married,34968.0,1,0,158,45,8,2,2,7,3,2,5,7,0,0,46,215,10,1
1987,Graduation,Married,75794.0,0,0,754,625,63,32,48,1,7,5,12,3,0,0,39,1522,24,0
1955,Graduation,Married,74268.0,0,0,199,315,97,174,41,1,4,3,5,2,0,0,71,826,12,0
1988,Basic,Together,13724.0,1,0,2,5,2,15,27,1,2,0,2,9,0,0,38,51,4,1
1967,PhD,Single,52569.0,0,1,85,3,0,0,7,1,2,0,4,3,0,0,59,95,6,1
1973,PhD,Single,48432.0,0,1,322,50,4,3,42,5,7,1,6,8,0,1,53,421,14,1
1984,Graduation,Single,36108.0,1,0,141,129,3,11,47,3,7,1,4,9,0,0,42,331,12,1
1971,Graduation,Married,76445.0,1,0,739,309,140,80,35,1,2,5,13,6,0,0,55,1303,20,1
1975,PhD,Married,36663.0,1,0,18,6,3,3,5,1,1,1,3,2,0,0,51,35,5,1
1965,Master,Married,53843.0,0,1,378,88,19,4,73,4,8,5,3,7,0,0,61,562,16,1
1956,Master,Married,90226.0,0,0,1083,649,253,151,108,1,4,7,12,2,0,0,70,2244,23,0
1955,Master,Divorced,70638.0,0,0,1016,215,16,12,63,1,4,5,10,3,0,0,71,1322,19,0
1960,Graduation,Together,44512.0,1,1,23,6,0,0,2,2,1,0,3,4,0,0,66,31,4,2
1961,Graduation,Married,27116.0,1,1,12,21,2,2,3,2,2,0,3,7,0,0,65,40,5,2
1963,PhD,Married,54072.0,1,1,35,4,0,0,0,1,2,0,2,8,0,0,63,39,4,2
1977,Graduation,Married,71855.0,0,1,548,422,0,112,28,4,5,5,11,3,0,0,49,1110,21,1
1990,2n Cycle,Single,51250.0,1,0,342,230,34,32,40,5,10,5,4,9,0,0,36,678,19,1
1973,Master,Married,60432.0,0,1,365,15,4,3,11,5,7,2,5,6,0,0,53,398,14,1
1978,2n Cycle,Married,12393.0,0,0,5,15,11,7,13,1,2,0,3,9,0,0,48,51,5,0
1990,Graduation,Single,64509.0,0,0,836,575,24,25,77,1,6,3,9,4,0,1,36,1537,18,0
1975,Graduation,Single,33955.0,1,0,100,128,23,7,10,4,5,1,5,8,0,0,51,268,11,1
1977,Graduation,Married,31353.0,1,1,10,10,3,1,7,2,1,1,2,8,0,1,49,31,4,2
1984,Graduation,Married,55434.0,1,0,238,215,169,69,76,3,5,3,13,4,0,0,42,767,21,1
1983,Graduation,Together,28359.0,1,0,6,5,2,1,2,1,1,0,2,7,0,0,43,16,3,1
1987,Graduation,Single,57100.0,1,0,158,99,15,11,17,2,3,2,7,3,0,0,39,300,12,1
1956,Master,Married,52973.0,0,1,856,76,12,9,199,7,9,6,9,8,0,0,70,1152,24,1
1965,PhD,Together,51717.0,0,1,98,17,0,1,5,1,3,0,4,7,0,0,61,121,7,1
1971,Graduation,Married,18793.0,1,0,4,20,0,17,20,3,2,0,4,8,0,0,55,61,6,1
1959,Graduation,Single,50664.0,1,1,313,104,6,4,126,9,8,1,6,9,0,0,67,553,15,2
1963,Graduation,Together,54414.0,1,1,109,16,24,26,18,4,3,1,5,4,0,0,63,193,9,2
1952,PhD,Married,54549.0,0,1,216,6,0,0,9,2,5,1,4,7,0,0,74,231,10,1
1971,PhD,Widow,47111.0,0,1,595,153,120,112,41,6,3,2,10,9,0,0,55,1021,15,1
1963,PhD,Divorced,41003.0,0,0,123,142,71,44,88,1,6,2,8,6,0,0,63,468,16,0
1982,Graduation,Together,19444.0,1,0,16,23,3,2,10,3,4,1,2,7,0,1,44,54,7,1
1976,2n Cycle,Together,36301.0,1,0,11,35,3,5,12,1,3,0,3,7,0,0,50,66,6,1
1969,PhD,Together,42731.0,1,0,159,51,6,2,24,3,4,1,5,5,0,0,57,242,10,1
1959,PhD,Married,52854.0,1,1,105,10,0,1,0,2,2,1,4,5,0,0,67,116,7,2
1978,Graduation,Together,22775.0,1,0,5,8,0,0,1,1,1,0,2,8,0,0,48,14,3,1
1955,PhD,Married,59821.0,0,1,629,70,0,0,35,6,11,2,7,8,0,0,71,734,20,1
1954,Graduation,Divorced,50002.0,0,1,443,71,21,16,82,2,8,2,7,7,0,0,72,633,17,1
1945,Graduation,Married,69755.0,0,0,217,373,111,23,93,1,3,6,12,1,0,0,81,817,21,0
1969,Graduation,Married,44078.0,1,1,24,10,2,0,4,2,2,0,3,5,0,0,57,40,5,2
1976,Master,Together,30560.0,1,0,9,5,4,5,7,1,1,0,3,7,0,0,50,30,4,1
1969,Master,Together,35924.0,1,1,8,14,2,3,7,1,1,0,3,5,0,0,57,34,4,2
1964,PhD,Divorced,64140.0,0,2,1459,61,0,15,215,5,2,5,6,5,0,1,62,1750,13,2
1981,Graduation,Together,56386.0,1,1,230,214,13,32,75,8,9,1,7,9,0,0,45,564,17,2
1981,2n Cycle,Together,75774.0,1,0,340,134,258,14,56,1,7,5,8,4,0,0,45,802,20,1
1960,Master,Divorced,39228.0,0,0,7,6,0,3,3,1,0,0,3,4,0,0,66,19,3,0
1974,Master,Married,58494.0,0,1,298,68,4,0,19,2,6,2,6,6,0,0,52,389,14,1
1981,Graduation,Single,58684.0,0,0,479,179,28,7,85,1,5,3,12,2,0,0,45,778,20,0
1967,Graduation,Divorced,57136.0,0,0,267,599,34,12,127,1,7,5,7,6,0,1,59,1039,19,0
1950,PhD,Widow,56551.0,1,1,67,32,17,2,16,3,2,1,4,4,0,0,76,134,7,2
1982,Graduation,Married,22448.0,1,0,3,8,23,2,18,3,2,1,3,3,0,0,44,54,6,1
1961,Graduation,Single,82014.0,0,0,980,265,35,163,31,1,3,6,12,6,0,1,65,1474,21,0
1963,Graduation,Widow,34213.0,1,1,50,28,6,3,26,3,3,1,2,9,0,1,63,113,6,2
1977,Graduation,Together,157146.0,0,0,1,1725,2,1,1,0,0,28,0,1,0,0,49,1730,28,0
1947,PhD,Widow,25358.0,0,1,19,5,0,0,8,2,1,0,3,6,0,0,79,32,4,1
1978,Master,Single,35544.0,1,0,30,23,4,1,4,1,2,0,3,7,0,0,48,62,5,1
1954,Master,Together,36634.0,0,1,213,76,4,3,30,3,5,2,5,7,0,0,72,326,12,1
1954,PhD,Married,62670.0,0,1,539,92,80,46,38,1,5,3,13,3,0,0,72,795,21,1
1972,2n Cycle,Together,50334.0,0,1,284,160,84,16,134,6,7,4,6,6,0,0,54,678,17,1
1981,Graduation,Single,72066.0,0,0,1003,536,134,51,34,1,4,6,6,2,0,1,45,1758,16,0
1958,PhD,Single,50729.0,1,1,239,143,45,4,52,9,6,2,7,6,0,0,68,483,15,2
1968,Graduation,Together,34916.0,2,0,51,82,33,0,42,4,5,1,3,9,0,0,58,208,9,2
1976,Graduation,Divorced,64892.0,0,1,527,230,32,24,65,2,6,4,12,4,0,0,50,878,22,1
1966,Graduation,Single,43602.0,1,1,19,12,10,3,19,3,3,1,2,6,0,0,60,63,6,2
1985,2n Cycle,Single,41473.0,1,0,21,20,15,3,9,1,2,0,3,7,0,0,41,68,5,1
1967,PhD,Married,63246.0,0,2,593,91,29,22,7,1,6,3,12,4,0,0,59,742,21,2
1959,PhD,Married,36732.0,1,1,21,3,10,1,7,3,1,1,4,2,0,0,67,42,6,2
1985,PhD,Single,37929.0,0,0,202,46,3,2,10,2,4,2,5,7,0,1,41,263,11,0
1951,Graduation,Together,86610.0,0,0,446,768,33,196,53,1,5,6,6,2,0,0,75,1496,17,0
1986,Master,Married,80141.0,0,0,1184,673,52,40,40,1,7,4,10,6,0,1,40,1989,21,0
1970,Graduation,Married,69016.0,0,1,726,363,123,107,161,4,8,9,13,5,0,0,56,1480,30,1
1991,2n Cycle,Together,20193.0,0,0,8,22,24,11,9,1,1,1,4,4,0,0,35,74,6,0
1975,Graduation,Married,27573.0,1,0,50,110,39,15,15,4,5,1,4,8,0,0,51,229,10,1
1979,Basic,Single,15862.0,1,0,1,4,11,9,10,1,1,0,3,8,0,0,47,35,4,1
1976,PhD,Married,49544.0,1,0,308,73,0,0,23,2,5,1,8,7,0,0,50,404,14,1
1980,Graduation,Married,33228.0,1,0,22,31,7,4,5,1,2,0,3,7,0,0,46,69,5,1
1978,Graduation,Together,70440.0,0,0,690,499,76,102,88,1,5,10,7,3,0,0,48,1455,22,0
1971,Graduation,Together,38232.0,1,1,43,28,7,6,33,4,3,1,3,5,0,0,55,117,7,2
1955,PhD,Married,22554.0,1,1,27,10,0,0,4,4,2,0,4,5,0,0,71,41,6,2
1983,PhD,Married,23536.0,1,0,6,3,0,0,1,1,0,0,3,3,0,0,43,10,3,1
1952,Graduation,Married,49413.0,0,1,205,41,3,2,46,2,4,2,5,5,0,0,74,297,11,1
1969,Graduation,Married,42231.0,1,1,24,8,0,1,4,1,1,0,3,5,0,0,57,37,4,2
1980,Master,Divorced,78789.0,0,0,667,850,21,83,83,1,4,6,5,2,0,1,46,1704,15,0
1968,Graduation,Together,56534.0,0,1,691,61,10,0,46,4,10,4,7,8,0,1,58,808,21,1
1971,Graduation,Single,58350.0,0,1,493,206,116,80,80,4,8,3,12,6,0,0,55,975,23,1
1951,Graduation,Single,49090.0,0,1,494,82,7,0,100,3,7,2,9,7,0,0,75,683,18,1
1987,Master,Divorced,61787.0,0,0,621,414,78,48,85,1,8,4,6,5,0,0,39,1246,18,0
1985,PhD,Married,18169.0,1,0,9,5,0,0,7,1,1,0,2,8,0,0,41,21,3,1
1981,2n Cycle,Single,24336.0,1,0,1,2,8,2,12,1,1,0,2,7,0,0,45,25,3,1
1990,Graduation,Married,18222.0,0,0,12,19,12,6,14,1,2,0,3,8,0,0,36,63,5,0
1952,Graduation,Divorced,62335.0,0,1,243,217,85,6,26,2,3,3,13,2,0,0,74,577,19,1
1971,2n Cycle,Together,42033.0,1,1,11,4,2,0,7,1,1,0,2,7,0,0,55,24,3,2
1983,PhD,Married,86580.0,0,0,532,127,26,20,20,0,4,2,5,1,0,0,43,725,11,0
1957,PhD,Divorced,41437.0,1,1,29,2,0,0,1,1,1,0,3,7,0,0,69,32,4,2
1951,Master,Widow,73705.0,0,2,612,520,258,107,107,2,9,6,8,5,0,0,75,1604,23,2
1976,Graduation,Married,61064.0,0,1,387,342,0,45,180,5,8,4,11,6,0,0,50,954,23,1
1989,Graduation,Single,18358.0,1,0,6,19,16,4,4,3,3,0,4,7,0,0,37,49,7,1
1973,PhD,Together,55012.0,0,1,582,65,0,0,13,6,8,2,9,5,0,0,53,660,19,1
1973,Basic,Together,9722.0,1,0,6,16,6,16,42,4,3,1,3,8,0,1,53,86,7,1
1984,PhD,Married,38175.0,1,0,70,69,2,3,3,3,3,1,4,7,0,0,42,147,8,1
1956,Master,Together,58656.0,0,1,962,194,16,24,12,4,7,8,13,6,0,0,70,1208,28,1
1965,Graduation,Together,52117.0,0,1,112,107,30,0,20,2,5,2,4,7,0,0,61,269,11,1
1978,Graduation,Married,64813.0,1,0,293,124,179,97,52,1,7,2,10,5,0,0,48,745,19,1
1973,PhD,Married,54222.0,0,1,199,31,3,12,7,1,3,3,5,3,0,0,53,252,11,1
1986,Graduation,Married,83512.0,0,0,1060,835,80,20,101,1,4,7,10,1,0,1,40,2096,21,0
1959,Master,Married,77520.0,0,1,940,396,0,88,58,1,8,7,7,4,0,1,67,1482,22,1
1978,Graduation,Together,41154.0,0,1,44,11,2,3,7,1,1,0,4,5,0,0,48,67,5,1
1966,Graduation,Married,80398.0,0,0,342,936,207,35,26,1,5,8,12,3,0,0,60,1546,25,0
1992,Basic,Single,18746.0,1,0,2,11,12,9,20,2,3,0,3,6,0,0,34,54,6,1
1984,Graduation,Together,35196.0,1,0,75,141,43,39,187,6,6,1,5,8,0,0,42,485,12,1
1956,Graduation,Single,60230.0,0,1,520,367,39,81,40,2,6,3,6,5,0,0,70,1047,15,1
1977,Graduation,Married,22108.0,1,1,5,9,6,2,6,2,2,0,3,7,0,0,49,28,5,2
1974,Graduation,Together,44392.0,1,1,87,71,7,12,29,5,4,1,4,7,0,0,52,206,9,2
